locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIDNPDGF_01514	CDS	1113	RBKS_2	2.7.1.15		Ribokinase
NIDNPDGF_01515	gene	387				
NIDNPDGF_01515	CDS	387				hypothetical protein
NIDNPDGF_01516	gene	405				
NIDNPDGF_01516	CDS	405				hypothetical protein
NIDNPDGF_01517	gene	1581	metH			
NIDNPDGF_01517	CDS	1581	metH	2.1.1.13	COG0646	Methionine synthase
NIDNPDGF_01518	gene	1071				
NIDNPDGF_01518	CDS	1071				hypothetical protein
NIDNPDGF_01519	gene	435				
NIDNPDGF_01519	CDS	435				hypothetical protein
NIDNPDGF_01520	gene	750				
NIDNPDGF_01520	CDS	750				hypothetical protein
NIDNPDGF_01521	gene	1218				
NIDNPDGF_01521	CDS	1218				hypothetical protein
NIDNPDGF_01522	gene	1323				
NIDNPDGF_01522	CDS	1323				hypothetical protein
NIDNPDGF_01523	gene	189				
NIDNPDGF_01523	CDS	189				hypothetical protein
NIDNPDGF_01524	gene	342				
NIDNPDGF_01524	CDS	342				hypothetical protein
NIDNPDGF_01525	gene	603				
NIDNPDGF_01525	CDS	603				hypothetical protein
NIDNPDGF_01526	gene	1503	dacA			
NIDNPDGF_01526	CDS	1503	dacA	2.7.7.85		Diadenylate cyclase
NIDNPDGF_01527	gene	732	prs			
NIDNPDGF_01527	CDS	732	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NIDNPDGF_01528	gene	192				
NIDNPDGF_01528	CDS	192				hypothetical protein
NIDNPDGF_01529	gene	408				
NIDNPDGF_01529	CDS	408				hypothetical protein
NIDNPDGF_01530	gene	504				
NIDNPDGF_01530	CDS	504				hypothetical protein
NIDNPDGF_01531	gene	918				
NIDNPDGF_01531	CDS	918				hypothetical protein
NIDNPDGF_01532	gene	438				
NIDNPDGF_01532	CDS	438				hypothetical protein
NIDNPDGF_01533	gene	447	arnF			
NIDNPDGF_01533	CDS	447	arnF			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
NIDNPDGF_01534	gene	339	arnE_2			
NIDNPDGF_01534	CDS	339	arnE_2			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
NIDNPDGF_01535	gene	1014				
NIDNPDGF_01535	CDS	1014				hypothetical protein
NIDNPDGF_01536	gene	429				
NIDNPDGF_01536	CDS	429				hypothetical protein
NIDNPDGF_01537	gene	420				
NIDNPDGF_01537	CDS	420				hypothetical protein
NIDNPDGF_01538	gene	417				
NIDNPDGF_01538	CDS	417				hypothetical protein
NIDNPDGF_01539	gene	1251	mdtA			
NIDNPDGF_01539	CDS	1251	mdtA			Multidrug resistance protein MdtA
NIDNPDGF_01540	gene	723				
NIDNPDGF_01540	CDS	723				hypothetical protein
NIDNPDGF_01541	gene	567				
NIDNPDGF_01541	CDS	567				hypothetical protein
NIDNPDGF_01542	gene	102				
NIDNPDGF_01542	CDS	102				hypothetical protein
NIDNPDGF_01543	gene	831	dapF			
NIDNPDGF_01543	CDS	831	dapF	5.1.1.7		Diaminopimelate epimerase
NIDNPDGF_01544	gene	1278	lysA			
NIDNPDGF_01544	CDS	1278	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
NIDNPDGF_01545	gene	1359				
NIDNPDGF_01545	CDS	1359				hypothetical protein
NIDNPDGF_01546	gene	459				
NIDNPDGF_01546	CDS	459				hypothetical protein
NIDNPDGF_01547	gene	555				
NIDNPDGF_01547	CDS	555				hypothetical protein
NIDNPDGF_01548	gene	1548				
NIDNPDGF_01548	CDS	1548				hypothetical protein
NIDNPDGF_01549	gene	75				
NIDNPDGF_01549	tRNA	75				tRNA-Pro(ggg)
NIDNPDGF_01550	gene	615	nadD			
NIDNPDGF_01550	CDS	615	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
NIDNPDGF_01551	gene	318				
NIDNPDGF_01551	CDS	318				hypothetical protein
NIDNPDGF_01552	gene	1074				
NIDNPDGF_01552	CDS	1074				hypothetical protein
NIDNPDGF_01553	gene	396				
NIDNPDGF_01553	CDS	396				hypothetical protein
NIDNPDGF_01554	gene	474				
NIDNPDGF_01554	CDS	474				hypothetical protein
NIDNPDGF_01555	gene	396	COQ5_2			
NIDNPDGF_01555	CDS	396	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
NIDNPDGF_01556	gene	732				
NIDNPDGF_01556	CDS	732				hypothetical protein
NIDNPDGF_01557	gene	462				
NIDNPDGF_01557	CDS	462				hypothetical protein
NIDNPDGF_01558	gene	363				
NIDNPDGF_01558	CDS	363				hypothetical protein
NIDNPDGF_01559	gene	1518	arnT			
NIDNPDGF_01559	CDS	1518	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
NIDNPDGF_01560	gene	1284				
NIDNPDGF_01560	CDS	1284				hypothetical protein
NIDNPDGF_01561	gene	1449				
NIDNPDGF_01561	CDS	1449				hypothetical protein
NIDNPDGF_01562	gene	771				
NIDNPDGF_01562	CDS	771				hypothetical protein
NIDNPDGF_01563	gene	396				
NIDNPDGF_01563	CDS	396				hypothetical protein
NIDNPDGF_01564	gene	1785				
NIDNPDGF_01564	CDS	1785				hypothetical protein
NIDNPDGF_01565	gene	183				
NIDNPDGF_01565	CDS	183				hypothetical protein
NIDNPDGF_01566	gene	777				
NIDNPDGF_01566	CDS	777				hypothetical protein
NIDNPDGF_01567	gene	930	yhdG			
NIDNPDGF_01567	CDS	930	yhdG		COG0531	putative amino acid permease YhdG
NIDNPDGF_01568	gene	759				
NIDNPDGF_01568	CDS	759				hypothetical protein
NIDNPDGF_01569	gene	318				
NIDNPDGF_01569	CDS	318				hypothetical protein
NIDNPDGF_01570	gene	168				
NIDNPDGF_01570	CDS	168				hypothetical protein
NIDNPDGF_01571	gene	483	mscL			
NIDNPDGF_01571	CDS	483	mscL		COG1970	Large-conductance mechanosensitive channel
NIDNPDGF_01572	gene	1002				
NIDNPDGF_01572	CDS	1002				hypothetical protein
NIDNPDGF_01573	gene	798	mreC			
NIDNPDGF_01573	CDS	798	mreC		COG1792	Cell shape-determining protein MreC
NIDNPDGF_01574	gene	528				
NIDNPDGF_01574	CDS	528				hypothetical protein
NIDNPDGF_01575	gene	849				
NIDNPDGF_01575	CDS	849				hypothetical protein
NIDNPDGF_01576	gene	1263				
NIDNPDGF_01576	CDS	1263				hypothetical protein
NIDNPDGF_01577	gene	855	hxcR			
NIDNPDGF_01577	CDS	855	hxcR		COG2804	putative type II secretion system protein HxcR
NIDNPDGF_01578	gene	702				
NIDNPDGF_01578	CDS	702				hypothetical protein
NIDNPDGF_01579	gene	942				
NIDNPDGF_01579	CDS	942				hypothetical protein
NIDNPDGF_01580	gene	369				
NIDNPDGF_01580	CDS	369				hypothetical protein
NIDNPDGF_01581	gene	342				
NIDNPDGF_01581	CDS	342				hypothetical protein
NIDNPDGF_01582	gene	903	hdfR			
NIDNPDGF_01582	CDS	903	hdfR			HTH-type transcriptional regulator HdfR
NIDNPDGF_01583	gene	1635				
NIDNPDGF_01583	CDS	1635				hypothetical protein
NIDNPDGF_01584	gene	423				
NIDNPDGF_01584	CDS	423				hypothetical protein
NIDNPDGF_01585	gene	189	kdpB			
NIDNPDGF_01585	CDS	189	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
NIDNPDGF_01586	gene	585	kdpC			
NIDNPDGF_01586	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
NIDNPDGF_01587	gene	1164	kdpD			
NIDNPDGF_01587	CDS	1164	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
NIDNPDGF_01588	gene	1089	iolG_3			
NIDNPDGF_01588	CDS	1089	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NIDNPDGF_01589	gene	1026				
NIDNPDGF_01589	CDS	1026		1.17.1.9		Formate dehydrogenase, mitochondrial
NIDNPDGF_01590	gene	654	pimB_2			
NIDNPDGF_01590	CDS	654	pimB_2	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
NIDNPDGF_01591	gene	1218	mshA_4			
NIDNPDGF_01591	CDS	1218	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NIDNPDGF_01592	gene	462				
NIDNPDGF_01592	CDS	462				hypothetical protein
NIDNPDGF_01593	gene	2781	glnD			
NIDNPDGF_01593	CDS	2781	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NIDNPDGF_01594	gene	243				
NIDNPDGF_01594	CDS	243				hypothetical protein
NIDNPDGF_01595	gene	618				
NIDNPDGF_01595	CDS	618				hypothetical protein
NIDNPDGF_01596	gene	921	rhaR_2			
NIDNPDGF_01596	CDS	921	rhaR_2			HTH-type transcriptional activator RhaR
NIDNPDGF_01597	gene	819				
NIDNPDGF_01597	CDS	819				hypothetical protein
NIDNPDGF_01598	gene	1389				
NIDNPDGF_01598	CDS	1389				hypothetical protein
NIDNPDGF_01599	gene	927	oppB			
NIDNPDGF_01599	CDS	927	oppB		COG0601	Oligopeptide transport system permease protein OppB
NIDNPDGF_01600	gene	1257	oppA_2			
NIDNPDGF_01600	CDS	1257	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
NIDNPDGF_01601	gene	1401	gatB			
NIDNPDGF_01601	CDS	1401	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NIDNPDGF_01602	gene	798				
NIDNPDGF_01602	CDS	798				hypothetical protein
NIDNPDGF_01603	gene	930				
NIDNPDGF_01603	CDS	930				hypothetical protein
NIDNPDGF_01604	gene	690				
NIDNPDGF_01604	CDS	690				hypothetical protein
NIDNPDGF_01605	gene	234				
NIDNPDGF_01605	CDS	234				hypothetical protein
NIDNPDGF_01606	gene	957				
NIDNPDGF_01606	CDS	957				hypothetical protein
NIDNPDGF_01607	gene	480				
NIDNPDGF_01607	CDS	480				hypothetical protein
NIDNPDGF_01608	gene	1305				
NIDNPDGF_01608	CDS	1305				hypothetical protein
NIDNPDGF_01609	gene	744	comB			
NIDNPDGF_01609	CDS	744	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
NIDNPDGF_01610	gene	435				
NIDNPDGF_01610	CDS	435				hypothetical protein
NIDNPDGF_01611	gene	342	queE			
NIDNPDGF_01611	CDS	342	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
NIDNPDGF_01612	gene	825	thiG			
NIDNPDGF_01612	CDS	825	thiG	2.8.1.10	COG2022	Thiazole synthase
NIDNPDGF_01613	gene	1263	dapL			
NIDNPDGF_01613	CDS	1263	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
NIDNPDGF_01614	gene	2037	yoaA			
NIDNPDGF_01614	CDS	2037	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
NIDNPDGF_01615	gene	1338	rcsC_10			
NIDNPDGF_01615	CDS	1338	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
NIDNPDGF_01616	gene	246				
NIDNPDGF_01616	CDS	246				hypothetical protein
NIDNPDGF_01617	gene	885	oxyR			
NIDNPDGF_01617	CDS	885	oxyR			Hydrogen peroxide-inducible genes activator
NIDNPDGF_01618	gene	1221				
NIDNPDGF_01618	CDS	1221				hypothetical protein
NIDNPDGF_01619	gene	231	serS			
NIDNPDGF_01619	CDS	231	serS	6.1.1.11	COG0172	Serine--tRNA ligase
NIDNPDGF_01620	gene	96				
NIDNPDGF_01620	CDS	96				hypothetical protein
NIDNPDGF_01621	gene	1251	mshA_5			
NIDNPDGF_01621	CDS	1251	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NIDNPDGF_01622	gene	177				
NIDNPDGF_01622	CDS	177				hypothetical protein
NIDNPDGF_01623	gene	1335				
NIDNPDGF_01623	CDS	1335				hypothetical protein
NIDNPDGF_01624	gene	1044				
NIDNPDGF_01624	CDS	1044				hypothetical protein
NIDNPDGF_01625	gene	945				
NIDNPDGF_01625	CDS	945				hypothetical protein
NIDNPDGF_01626	gene	1596	smc_2			
NIDNPDGF_01626	CDS	1596	smc_2			Chromosome partition protein Smc
NIDNPDGF_01627	gene	765				
NIDNPDGF_01627	CDS	765				hypothetical protein
NIDNPDGF_01628	gene	312				
NIDNPDGF_01628	CDS	312				hypothetical protein
NIDNPDGF_01629	gene	621				
NIDNPDGF_01629	CDS	621				hypothetical protein
NIDNPDGF_01630	gene	576				
NIDNPDGF_01630	CDS	576				Tn3 family transposase ISYps3
NIDNPDGF_01631	gene	204				
NIDNPDGF_01631	CDS	204				hypothetical protein
NIDNPDGF_01632	gene	246				
NIDNPDGF_01632	CDS	246				hypothetical protein
NIDNPDGF_01633	gene	294				
NIDNPDGF_01633	CDS	294				hypothetical protein
NIDNPDGF_01634	gene	348				
NIDNPDGF_01634	CDS	348				hypothetical protein
NIDNPDGF_01635	gene	1167	xerC_6			
NIDNPDGF_01635	CDS	1167	xerC_6			Tyrosine recombinase XerC
NIDNPDGF_01636	gene	357				
NIDNPDGF_01636	CDS	357				hypothetical protein
NIDNPDGF_01637	gene	180				
NIDNPDGF_01637	CDS	180				hypothetical protein
NIDNPDGF_01638	gene	204				
NIDNPDGF_01638	CDS	204				hypothetical protein
NIDNPDGF_01639	gene	132				
NIDNPDGF_01639	CDS	132				hypothetical protein
NIDNPDGF_01640	gene	345				
NIDNPDGF_01640	CDS	345				hypothetical protein
NIDNPDGF_01641	gene	648	tsf			
NIDNPDGF_01641	CDS	648	tsf			Elongation factor Ts
NIDNPDGF_01642	gene	879				
NIDNPDGF_01642	CDS	879				hypothetical protein
NIDNPDGF_01643	gene	723				
NIDNPDGF_01643	CDS	723				hypothetical protein
NIDNPDGF_01644	gene	1161				
NIDNPDGF_01644	CDS	1161				hypothetical protein
NIDNPDGF_01645	gene	1137				
NIDNPDGF_01645	CDS	1137				hypothetical protein
NIDNPDGF_01646	gene	300				
NIDNPDGF_01646	CDS	300				hypothetical protein
NIDNPDGF_01647	gene	276				
NIDNPDGF_01647	CDS	276				hypothetical protein
NIDNPDGF_01648	gene	1182	metK			
NIDNPDGF_01648	CDS	1182	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
NIDNPDGF_01649	gene	270				
NIDNPDGF_01649	CDS	270				hypothetical protein
NIDNPDGF_01650	gene	426				
NIDNPDGF_01650	CDS	426				hypothetical protein
NIDNPDGF_01651	gene	807				
NIDNPDGF_01651	CDS	807				hypothetical protein
NIDNPDGF_01652	gene	867	rhaR_3			
NIDNPDGF_01652	CDS	867	rhaR_3			HTH-type transcriptional activator RhaR
NIDNPDGF_01653	gene	1488	lysS			
NIDNPDGF_01653	CDS	1488	lysS	6.1.1.6		Lysine--tRNA ligase
NIDNPDGF_01654	gene	1380				
NIDNPDGF_01654	CDS	1380				hypothetical protein
NIDNPDGF_01655	gene	636				
NIDNPDGF_01655	CDS	636				hypothetical protein
NIDNPDGF_01656	gene	645				
NIDNPDGF_01656	CDS	645				hypothetical protein
NIDNPDGF_01657	gene	75				
NIDNPDGF_01657	tRNA	75				tRNA-Val(gac)
NIDNPDGF_01658	gene	267	rpsP			
NIDNPDGF_01658	CDS	267	rpsP		COG0228	30S ribosomal protein S16
NIDNPDGF_01659	gene	243	nusA_2			
NIDNPDGF_01659	CDS	243	nusA_2			Transcription termination/antitermination protein NusA
NIDNPDGF_01660	gene	687	trmD			
NIDNPDGF_01660	CDS	687	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NIDNPDGF_01661	gene	1089	oprM			
NIDNPDGF_01661	CDS	1089	oprM		COG1538	Outer membrane protein OprM
NIDNPDGF_01662	gene	693				
NIDNPDGF_01662	CDS	693				hypothetical protein
NIDNPDGF_01663	gene	732				
NIDNPDGF_01663	CDS	732		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
NIDNPDGF_01664	gene	888	rssB			
NIDNPDGF_01664	CDS	888	rssB			Regulator of RpoS
NIDNPDGF_01665	gene	336				
NIDNPDGF_01665	CDS	336				hypothetical protein
NIDNPDGF_01666	gene	216				
NIDNPDGF_01666	CDS	216				hypothetical protein
NIDNPDGF_01667	gene	738				
NIDNPDGF_01667	CDS	738				hypothetical protein
NIDNPDGF_01668	gene	876	cpdA_2			
NIDNPDGF_01668	CDS	876	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NIDNPDGF_01669	gene	309				
NIDNPDGF_01669	CDS	309				hypothetical protein
NIDNPDGF_01670	gene	1107				
NIDNPDGF_01670	CDS	1107			COG0488	putative ABC transporter ATP-binding protein
NIDNPDGF_01671	gene	846	lptB			
NIDNPDGF_01671	CDS	846	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NIDNPDGF_01672	gene	414				
NIDNPDGF_01672	CDS	414				hypothetical protein
NIDNPDGF_01673	gene	174				
NIDNPDGF_01673	CDS	174				hypothetical protein
NIDNPDGF_01674	gene	795				
NIDNPDGF_01674	CDS	795				hypothetical protein
NIDNPDGF_01675	gene	744	bioK			
NIDNPDGF_01675	CDS	744	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
NIDNPDGF_01676	gene	1323				
NIDNPDGF_01676	CDS	1323				hypothetical protein
NIDNPDGF_01677	gene	831				
NIDNPDGF_01677	CDS	831				hypothetical protein
NIDNPDGF_01678	gene	657	resA_3			
NIDNPDGF_01678	CDS	657	resA_3			Thiol-disulfide oxidoreductase ResA
NIDNPDGF_01679	gene	74				
NIDNPDGF_01679	tRNA	74				tRNA-Glu(ctc)
NIDNPDGF_01680	gene	564				
NIDNPDGF_01680	CDS	564				hypothetical protein
NIDNPDGF_01681	gene	72				
NIDNPDGF_01681	tRNA	72				tRNA-Gln(ttg)
NIDNPDGF_01682	gene	2565	gyrB			
NIDNPDGF_01682	CDS	2565	gyrB	5.6.2.2		DNA gyrase subunit B
NIDNPDGF_01683	gene	333				
NIDNPDGF_01683	CDS	333				hypothetical protein
NIDNPDGF_01684	gene	726	cmk_2			
NIDNPDGF_01684	CDS	726	cmk_2	2.7.4.25		Cytidylate kinase
NIDNPDGF_01685	gene	117				
NIDNPDGF_01685	CDS	117				hypothetical protein
NIDNPDGF_01686	gene	234				
NIDNPDGF_01686	CDS	234				hypothetical protein
NIDNPDGF_01687	gene	222				
NIDNPDGF_01687	CDS	222				hypothetical protein
NIDNPDGF_01688	gene	363	folB			
NIDNPDGF_01688	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NIDNPDGF_01689	gene	1071	gph_2			
NIDNPDGF_01689	CDS	1071	gph_2	3.1.3.18		Phosphoglycolate phosphatase
NIDNPDGF_01690	gene	465				
NIDNPDGF_01690	CDS	465				hypothetical protein
NIDNPDGF_01691	gene	531				
NIDNPDGF_01691	CDS	531				hypothetical protein
NIDNPDGF_01692	gene	855				
NIDNPDGF_01692	CDS	855				hypothetical protein
NIDNPDGF_01693	gene	576				
NIDNPDGF_01693	CDS	576				hypothetical protein
NIDNPDGF_01694	gene	855				
NIDNPDGF_01694	CDS	855				hypothetical protein
NIDNPDGF_01695	gene	798				
NIDNPDGF_01695	CDS	798				hypothetical protein
NIDNPDGF_01696	gene	387				
NIDNPDGF_01696	CDS	387				hypothetical protein
NIDNPDGF_01697	gene	681				
NIDNPDGF_01697	CDS	681				hypothetical protein
NIDNPDGF_01698	gene	291				
NIDNPDGF_01698	CDS	291				hypothetical protein
NIDNPDGF_01699	gene	786				
NIDNPDGF_01699	CDS	786				hypothetical protein
NIDNPDGF_01700	gene	471				
NIDNPDGF_01700	CDS	471				hypothetical protein
NIDNPDGF_01701	gene	801	sufS_2			
NIDNPDGF_01701	CDS	801	sufS_2	2.8.1.7	COG0520	Cysteine desulfurase SufS
NIDNPDGF_01702	gene	96				
NIDNPDGF_01702	CDS	96				hypothetical protein
NIDNPDGF_01703	gene	162				
NIDNPDGF_01703	CDS	162				hypothetical protein
NIDNPDGF_01704	gene	1323				
NIDNPDGF_01704	CDS	1323				hypothetical protein
NIDNPDGF_01705	gene	2331				
NIDNPDGF_01705	CDS	2331				hypothetical protein
NIDNPDGF_01706	gene	930				
NIDNPDGF_01706	CDS	930				hypothetical protein
NIDNPDGF_01707	gene	207				
NIDNPDGF_01707	CDS	207				hypothetical protein
NIDNPDGF_01708	gene	201				
NIDNPDGF_01708	CDS	201				hypothetical protein
NIDNPDGF_01709	gene	537	dcd			
NIDNPDGF_01709	CDS	537	dcd	3.5.4.13		dCTP deaminase
NIDNPDGF_01710	gene	2370	cadA			
NIDNPDGF_01710	CDS	2370	cadA	3.6.3.3		Cadmium-transporting ATPase
NIDNPDGF_01711	gene	201				
NIDNPDGF_01711	CDS	201				hypothetical protein
NIDNPDGF_01712	gene	1416	xylA			
NIDNPDGF_01712	CDS	1416	xylA	5.3.1.5		Xylose isomerase
NIDNPDGF_01713	gene	1479	xylB			
NIDNPDGF_01713	CDS	1479	xylB	2.7.1.17	COG1070	Xylulose kinase
NIDNPDGF_01714	gene	612	nudI			
NIDNPDGF_01714	CDS	612	nudI	3.6.1.12		Nucleoside triphosphatase NudI
NIDNPDGF_01715	gene	759	asbF			
NIDNPDGF_01715	CDS	759	asbF	4.2.1.118		3-dehydroshikimate dehydratase
NIDNPDGF_01716	gene	474	purH			
NIDNPDGF_01716	CDS	474	purH		COG0138	Bifunctional purine biosynthesis protein PurH
NIDNPDGF_01717	gene	1236	smc_3			
NIDNPDGF_01717	CDS	1236	smc_3			Chromosome partition protein Smc
NIDNPDGF_01718	gene	1368	dnaK_2			
NIDNPDGF_01718	CDS	1368	dnaK_2		COG0443	Chaperone protein DnaK
NIDNPDGF_01719	gene	123				
NIDNPDGF_01719	CDS	123				hypothetical protein
NIDNPDGF_01720	gene	1863	bepA_6			
NIDNPDGF_01720	CDS	1863	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
NIDNPDGF_01721	gene	1419				
NIDNPDGF_01721	CDS	1419		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NIDNPDGF_01722	gene	1530				
NIDNPDGF_01722	CDS	1530				hypothetical protein
NIDNPDGF_01723	gene	519	epsD			
NIDNPDGF_01723	CDS	519	epsD			Secretin GspD
NIDNPDGF_01724	gene	1035				
NIDNPDGF_01724	CDS	1035				hypothetical protein
NIDNPDGF_01725	gene	660	ppk			
NIDNPDGF_01725	CDS	660	ppk	2.7.4.1		Polyphosphate kinase
NIDNPDGF_01726	gene	666				
NIDNPDGF_01726	CDS	666				hypothetical protein
NIDNPDGF_01727	gene	888	fdhD			
NIDNPDGF_01727	CDS	888	fdhD		COG1526	Sulfur carrier protein FdhD
NIDNPDGF_01728	gene	558	efp			
NIDNPDGF_01728	CDS	558	efp		COG0231	Elongation factor P
NIDNPDGF_01729	gene	693	kdsD			
NIDNPDGF_01729	CDS	693	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NIDNPDGF_01730	gene	459				
NIDNPDGF_01730	CDS	459				hypothetical protein
NIDNPDGF_01731	gene	864	gltX1			
NIDNPDGF_01731	CDS	864	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
NIDNPDGF_01732	gene	318				
NIDNPDGF_01732	CDS	318				hypothetical protein
NIDNPDGF_01733	gene	162				
NIDNPDGF_01733	CDS	162				hypothetical protein
NIDNPDGF_01734	gene	117				
NIDNPDGF_01734	CDS	117				hypothetical protein
NIDNPDGF_01735	gene	141				
NIDNPDGF_01735	CDS	141				hypothetical protein
NIDNPDGF_01736	gene	255				
NIDNPDGF_01736	CDS	255				hypothetical protein
NIDNPDGF_01737	gene	1659	nadB_2			
NIDNPDGF_01737	CDS	1659	nadB_2	1.4.3.16	COG0029	L-aspartate oxidase
NIDNPDGF_01738	gene	339	cutD_2			
NIDNPDGF_01738	CDS	339	cutD_2	1.97.1.-		Choline trimethylamine-lyase activating enzyme
NIDNPDGF_01739	gene	564	rsmD			
NIDNPDGF_01739	CDS	564	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
NIDNPDGF_01740	gene	159				
NIDNPDGF_01740	CDS	159				hypothetical protein
NIDNPDGF_01741	gene	843	sigA_1			
NIDNPDGF_01741	CDS	843	sigA_1		COG0568	RNA polymerase sigma factor SigA
NIDNPDGF_01742	gene	717				
NIDNPDGF_01742	CDS	717				hypothetical protein
NIDNPDGF_01743	gene	1575	sglT			
NIDNPDGF_01743	CDS	1575	sglT			Sodium/glucose cotransporter
NIDNPDGF_01744	gene	237				
NIDNPDGF_01744	CDS	237				hypothetical protein
NIDNPDGF_01745	gene	561				
NIDNPDGF_01745	CDS	561				hypothetical protein
NIDNPDGF_01746	gene	675	ypmQ			
NIDNPDGF_01746	CDS	675	ypmQ		COG1999	SCO1 protein 
NIDNPDGF_01747	gene	813				
NIDNPDGF_01747	CDS	813				hypothetical protein
NIDNPDGF_01748	gene	1041				
NIDNPDGF_01748	CDS	1041				hypothetical protein
NIDNPDGF_01749	gene	951	fcl_2			
NIDNPDGF_01749	CDS	951	fcl_2	1.1.1.271		GDP-L-fucose synthase
NIDNPDGF_01750	gene	1365	sigA_2			
NIDNPDGF_01750	CDS	1365	sigA_2		COG0568	RNA polymerase sigma factor SigA
NIDNPDGF_01751	gene	966				
NIDNPDGF_01751	CDS	966				hypothetical protein
NIDNPDGF_01752	gene	1461				
NIDNPDGF_01752	CDS	1461				hypothetical protein
NIDNPDGF_01753	gene	255				
NIDNPDGF_01753	CDS	255				hypothetical protein
NIDNPDGF_01754	gene	1008	wbgU			
NIDNPDGF_01754	CDS	1008	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
NIDNPDGF_01755	gene	807				
NIDNPDGF_01755	CDS	807				hypothetical protein
NIDNPDGF_01756	gene	906	ispG			
NIDNPDGF_01756	CDS	906	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
NIDNPDGF_01757	gene	1356	trmFO			
NIDNPDGF_01757	CDS	1356	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
NIDNPDGF_01758	gene	330				
NIDNPDGF_01758	CDS	330				hypothetical protein
NIDNPDGF_01759	gene	927	cbpA_2			
NIDNPDGF_01759	CDS	927	cbpA_2		COG2214	Curved DNA-binding protein
NIDNPDGF_01760	gene	429				
NIDNPDGF_01760	CDS	429				hypothetical protein
NIDNPDGF_01761	gene	1527				
NIDNPDGF_01761	CDS	1527				hypothetical protein
NIDNPDGF_01762	gene	924				
NIDNPDGF_01762	CDS	924				hypothetical protein
NIDNPDGF_01763	gene	1059	tdh_2			
NIDNPDGF_01763	CDS	1059	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
NIDNPDGF_01764	gene	831	rhaR_4			
NIDNPDGF_01764	CDS	831	rhaR_4			HTH-type transcriptional activator RhaR
NIDNPDGF_01765	gene	912				
NIDNPDGF_01765	CDS	912		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
NIDNPDGF_01766	gene	1062	aguA			
NIDNPDGF_01766	CDS	1062	aguA	3.5.3.12	COG2957	Agmatine deiminase
NIDNPDGF_01767	gene	675				
NIDNPDGF_01767	CDS	675				hypothetical protein
NIDNPDGF_01768	gene	480				
NIDNPDGF_01768	CDS	480				hypothetical protein
NIDNPDGF_01769	gene	315				
NIDNPDGF_01769	CDS	315				hypothetical protein
NIDNPDGF_01770	gene	576	murF			
NIDNPDGF_01770	CDS	576	murF	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
